model,batch,avg_step_time_e100,avg_power_e100,avg_mem_e100,avg_map50_e100,avg_map95_e100,avg_step_time_e10,avg_power_e10,avg_mem_e10,avg_map50_e10,avg_map95_e10,avg_step_time_e1,avg_power_e1,avg_mem_e1,avg_map50_e1,avg_map95_e1,throughput_e1,throughput_e10,throughput_e100
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05477,18.65009,1546.93,0.4647,0.3405,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,12.656850013795964,18.258170531312764,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05465,18.71613,1545.27,0.4647,0.3405,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,12.656850013795964,18.298261665141812,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05633,18.69785,1544.84,0.4647,0.3405,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,12.656850013795964,17.752529735487308,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06649,16.92851,1489.98,0.4819,0.3437,15.039855617386074,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06333,16.78199,1363.24,0.4819,0.3437,15.790304752881731,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05742,16.83384,1432.69,0.4819,0.3437,17.415534656913966,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05696,16.87646,1500.81,0.4819,0.3437,17.5561797752809,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05665,16.82621,1489.09,0.4819,0.3437,17.6522506619594,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05638,16.81198,1486.28,0.4819,0.3437,17.7367860943597,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05789,16.85323,1495.23,0.4819,0.3437,17.274140611504578,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05745,16.87254,1488.75,0.4819,0.3437,17.40644038294169,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06007,16.8894,1487.85,0.4819,0.3437,16.6472448809722,15.172319620085117,15.715659711963388
yolo11n.pt,1,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06037,16.8793,1489.38,0.4819,0.3437,16.564518800728838,15.172319620085117,15.715659711963388
yolo11n.pt,2,0.05796,20.96676,1483.05,0.6888,0.5151,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,30.344639240170235,34.50655624568668
yolo11n.pt,2,0.05622,18.90065,1192.69,0.6888,0.5151,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,30.344639240170235,35.574528637495554
yolo11n.pt,2,0.05626,18.94096,1243.09,0.6888,0.5151,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,30.344639240170235,35.549235691432635
yolo11n.pt,2,0.05677,18.97904,1289.23,0.6888,0.5151,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,30.344639240170235,35.22987493394398
yolo11n.pt,2,0.05664,18.95502,1289.22,0.6888,0.5151,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,30.344639240170235,35.31073446327684
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05544,19.13448,1462.61,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,36.075036075036074,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05599,19.14566,1496.27,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,35.72066440435792,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05623,19.25877,1514.74,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,35.568202027387514,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05806,19.32362,1549.03,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,34.447123665173955,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05813,19.26881,1561.21,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,34.40564252537416,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05653,19.41341,1594.75,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,35.379444542720684,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05672,19.47429,1594.8,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,35.26093088857546,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0571,19.43418,1595.14,0.5703,0.4189,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,25.313700027591928,35.02626970227671,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06669,16.68211,1543.51,0.5554,0.4057,29.9895036737142,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07271,16.68231,1438.7,0.5554,0.4057,27.506532801540367,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06265,16.8317,1485.66,0.5554,0.4057,31.923383878691144,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06182,16.7897,1553.56,0.5554,0.4057,32.35198964736331,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05889,16.76281,1545.75,0.5554,0.4057,33.96162336559688,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06903,16.79348,1553.54,0.5554,0.4057,28.972910328842534,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.05972,16.8038,1544.25,0.5554,0.4057,33.48961821835231,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06214,16.7684,1550.47,0.5554,0.4057,32.1853878339234,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06451,16.8309,1547.64,0.5554,0.4057,31.002945279801583,30.344639240170235,31.431319423926777
yolo11n.pt,2,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06554,16.82965,1547.05,0.5554,0.4057,30.51571559353067,30.344639240170235,31.431319423926777
yolo11n.pt,4,0.06435,22.92592,1652.98,0.7441,0.5865,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,60.68927848034047,62.160062160062154
yolo11n.pt,4,0.05882,23.09441,1366.7,0.7441,0.5865,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,60.68927848034047,68.00408024481469
yolo11n.pt,4,0.05925,22.986,1420.71,0.7441,0.5865,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,60.68927848034047,67.51054852320675
yolo11n.pt,4,0.05954,22.93313,1465.64,0.7441,0.5865,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,60.68927848034047,67.18172657037286
yolo11n.pt,4,0.05915,23.36051,1485.2,0.7441,0.5865,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,60.68927848034047,67.6246830092984
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06157,20.67894,1627.56,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,64.966704563911,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06438,20.0823,1660.44,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,62.13109661385523,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05722,21.72318,1672.36,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,69.90562740300594,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06217,20.51712,1706.44,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,64.33971368827409,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05954,21.58612,1738.98,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,67.18172657037286,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06066,20.76257,1772.29,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,65.94131223211342,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.05945,21.10554,1772.19,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,67.2834314550042,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06007,20.96071,1772.19,0.6252,0.4634,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,50.627400055183855,66.5889795238888,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06813,16.60361,1678.04,0.5828,0.4315,58.71128724497285,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07774,16.59621,1571.71,0.5828,0.4315,51.45356315924877,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06817,16.64657,1629.79,0.5828,0.4315,58.676837318468536,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06813,16.71959,1672.1,0.5828,0.4315,58.71128724497285,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.067,16.80279,1672.41,0.5828,0.4315,59.70149253731343,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06838,16.68289,1672.72,0.5828,0.4315,58.496636443404505,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06561,16.66787,1680.53,0.5828,0.4315,60.966316110349034,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07026,16.61433,1673.42,0.5828,0.4315,56.931397665812696,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06825,16.65208,1671.69,0.5828,0.4315,58.608058608058606,60.68927848034047,62.86263884785355
yolo11n.pt,4,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.06616,16.636,1684.78,0.5828,0.4315,60.45949214026602,60.68927848034047,62.86263884785355
yolo11n.pt,8,0.07549,34.75925,2089.25,0.7753,0.6224,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.37855696068094,105.97430123195124
yolo11n.pt,8,0.06485,32.75349,1813.22,0.7753,0.6224,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.37855696068094,123.36160370084811
yolo11n.pt,8,0.06497,32.62075,1865.23,0.7753,0.6224,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.37855696068094,123.13375404032631
yolo11n.pt,8,0.06424,32.63124,1919.36,0.7753,0.6224,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.37855696068094,124.53300124533
yolo11n.pt,8,0.06444,32.66535,1919.36,0.7753,0.6224,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.37855696068094,124.14649286157666
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.07358,25.10731,2049.42,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,108.72519706441967,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06603,23.37319,1852.56,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,121.15704982583674,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.07203,26.35439,2089.66,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,111.06483409690408,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0634,24.26707,1910.98,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,126.18296529968454,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06853,26.52291,2140.48,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,116.73719538888079,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06273,24.5999,1962.76,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,127.53068707157661,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06466,24.78735,1962.76,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,123.72409526755337,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.06935,24.79898,1962.76,0.659,0.492,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,101.25480011036771,115.35688536409518,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.08405,17.44681,1919.54,0.5924,0.4435,95.18143961927424,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.10556,16.91078,1808.91,0.5924,0.4435,75.78628268283441,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07892,17.55521,1872.1,0.5924,0.4435,101.3684744044602,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.0826,17.40145,1907.96,0.5924,0.4435,96.85230024213074,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.08158,17.31396,1900.91,0.5924,0.4435,98.06325079676391,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07977,17.58532,1902.91,0.5924,0.4435,100.28832894571894,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.08831,17.47021,1919.16,0.5924,0.4435,90.58996716113691,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.08888,17.47668,1908.05,0.5924,0.4435,90.00900090009002,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.08067,17.57417,1904.91,0.5924,0.4435,99.16945580761124,121.37855696068094,125.7252776957071
yolo11n.pt,8,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07995,17.63698,1901.04,0.5924,0.4435,100.06253908692933,121.37855696068094,125.7252776957071
yolo11n.pt,16,0.09283,39.49774,2854.64,0.7901,0.6396,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,242.75711392136188,172.3580738985242
yolo11n.pt,16,0.07858,36.67193,2582.52,0.7901,0.6396,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,242.75711392136188,203.61415118350726
yolo11n.pt,16,0.07977,36.55965,2622.58,0.7901,0.6396,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,242.75711392136188,200.5766578914379
yolo11n.pt,16,0.07891,36.57346,2664.61,0.7901,0.6396,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,242.75711392136188,202.76264098339882
yolo11n.pt,16,0.07967,36.47848,2664.61,0.7901,0.6396,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,242.75711392136188,200.82841722103677
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.08855,26.46508,2771.69,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,180.68887634105025,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0937,25.97876,2804.58,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,170.75773745997864,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.08405,27.58364,2804.96,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,190.3628792385485,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.08673,25.86866,2837.24,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,184.48057188977285,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0927,27.14186,2880.46,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,172.5997842502697,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.08849,26.65638,2910.18,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,180.81139111764043,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.08766,27.11795,2904.91,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,182.52338580880675,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.09216,26.91813,2905.3,0.6606,0.4972,0.07900860000000001,17.0705018,1791.0298,0.56124,0.4121399999999999,202.50960022073542,173.61111111111111,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.1193,17.52214,2408.72,0.5937,0.4363,134.1156747694887,242.75711392136188,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.14632,17.3333,2308.66,0.5937,0.4363,109.34937124111536,242.75711392136188,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.12175,17.68908,2365.41,0.5937,0.4363,131.41683778234088,242.75711392136188,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.11376,17.45937,2421.66,0.5937,0.4363,140.64697609001408,242.75711392136188,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.11409,17.60442,2413.54,0.5937,0.4363,140.24016127618546,242.75711392136188,251.4505553914142
yolo11n.pt,16,0.0636308,26.130022799999995,1720.5644,0.72282,0.56188,0.0659095,22.076787,1918.7864999999997,0.59596,0.4424,0.11581,17.47746,2403.41,0.5937,0.4363,138.1573266557292,242.75711392136188,251.4505553914142
